"nominal_p_rank","ensembl_id","symbol","raw_umi_C1","raw_umi_C2","raw_umi_C3","raw_umi_S1","raw_umi_S2","raw_umi_S3","base_mean","log2_fold_change","lfc_se","ci95_low","ci95_high","wald_statistic","nominal_p_value","bh_adjusted_p_value","bh_fdr_lt_0_05","effect_direction","n_leave_one_animal_out_fdr_lt_0_05","n_leave_one_animal_out_fdr_lt_0_05_same_direction","fdr_lt_0_05_in_all_six_leave_one_animal_out_fits"
2397,"ENSMUSG00000074480","Mex3a",21,14,20,39,52,30,27.1644800378024,0.540460091358353,0.408146600373273,-0.259507245373263,1.34042742808997,1.324181288939,0.185442843486303,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2398,"ENSMUSG00000004267","Eno2",4,10,10,6,10,2,7.43510187412042,-1.09200792242566,0.824763575965371,-2.70854453131778,0.524528686466472,-1.3240253986089,0.185494609641619,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2399,"ENSMUSG00000066129","Kndc1",8,6,14,19,64,4,16.2353057270306,0.983536011165258,0.742876800418894,-0.472502517655773,2.43957453998629,1.32395574960836,0.185517741283942,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2400,"ENSMUSG00000085316","D330050G23Rik",1,0,0,3,2,4,1.44053125630074,2.49812166156807,1.8870834401418,-1.20056188110987,6.196805204246,1.3238003198101,0.185569369910364,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2401,"ENSMUSG00000074030","Exoc8",64,50,79,92,143,130,87.5968563977037,0.334765277941096,0.252889968232757,-0.160899059795107,0.8304296156773,1.32375863020783,0.18558321962114,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2402,"ENSMUSG00000050148","Ubqln2",327,189,391,358,411,370,331.551328913481,-0.221536678378824,0.167396449532401,-0.54963371946233,0.106560362704682,-1.3234251920973,0.185694018665539,0.850894454686877,FALSE,"More positive in oxygen control",0,0,FALSE
2403,"ENSMUSG00000065954","Tacc1",1096,760,1289,1177,1781,1221,1182.60790555143,-0.177338801073613,0.134018898786022,-0.440015842694217,0.0853382405469909,-1.32323726489319,0.185756487048367,0.850894454686877,FALSE,"More positive in oxygen control",0,0,FALSE
2404,"ENSMUSG00000021701","Plk2",41,9,48,58,85,58,44.911799781612,0.521808167382744,0.394458121336814,-0.251329750437411,1.2949460852029,1.32284807729232,0.185885905270085,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2405,"ENSMUSG00000075705","Msrb1",209,178,255,341,385,409,283.688560090738,0.241364217611328,0.182458110598666,-0.116253679162057,0.598982114384713,1.32284729256148,0.185886166287316,0.850894454686877,FALSE,"More positive in combined exposure",0,0,FALSE
2406,"ENSMUSG00000038949","Cnst",58,41,64,69,67,50,57.8032998494378,-0.385659476170497,0.291551475761247,-0.957100368662541,0.185781416321546,-1.32278348159114,0.185907392004003,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2407,"ENSMUSG00000008393","Carhsp1",91,62,89,131,170,145,108.662889662597,0.295354319272283,0.223282922437187,-0.142280208704604,0.732988847249169,1.32278060519998,0.18590834883253,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2408,"ENSMUSG00000062861","Zfp28",25,14,25,59,52,28,31.3809775511897,0.551422920242193,0.416901428473199,-0.265703879565278,1.36854972004966,1.32266977894906,0.185945217842089,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2409,"ENSMUSG00000001909","Trmt1",238,177,235,363,392,394,287.567305357948,0.23683480018219,0.17908528839747,-0.114172365076852,0.587841965441232,1.32246932342397,0.18601191790805,0.850894454686877,FALSE,"More positive in combined exposure",0,0,FALSE
2410,"ENSMUSG00000046679","C87436",141,72,167,234,250,191,164.744271638082,0.283671232335386,0.214513375155263,-0.136774982968929,0.704117447639701,1.32239414968912,0.186036935961395,0.850894454686877,FALSE,"More positive in combined exposure",0,0,FALSE
2411,"ENSMUSG00000068407","Rnase12",28,12,16,17,24,12,18.2546721165778,-0.679636920482513,0.51394472244775,-1.6869685764801,0.327694735515077,-1.32239303333173,0.186037307507356,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2412,"ENSMUSG00000039013","Siglecf",95,65,147,173,133,454,166.286064982076,0.824353878258291,0.623767073405882,-0.398229585617238,2.04693734213382,1.32157324970228,0.186310295932072,0.850901249712103,FALSE,"More positive in combined exposure",0,0,FALSE
2413,"ENSMUSG00000073616","Cops9",1115,805,1195,975,1647,1427,1167.77838020255,-0.217816046819459,0.16483487913875,-0.540892409931408,0.105260316292491,-1.32141964102217,0.186361480626521,0.850901249712103,FALSE,"More positive in oxygen control",0,0,FALSE
2414,"ENSMUSG00000052446","Zfp961",29,14,20,55,49,33,31.1221170986419,0.545213729242747,0.412637667400121,-0.26355609886149,1.35398355734698,1.32128928674384,0.186404924758918,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2415,"ENSMUSG00000039316","Rftn1",80,61,54,115,129,144,93.293624720185,0.380891781920798,0.288273196408349,-0.184123683039566,0.945907246881162,1.32128753788559,0.186405507664683,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2416,"ENSMUSG00000043940","Wdfy3",353,265,440,400,570,414,396.055905581017,-0.198237183944007,0.15004950318504,-0.492334210186687,0.0958598422986718,-1.321145220318,0.18645294754538,0.850901249712103,FALSE,"More positive in oxygen control",0,0,FALSE
2417,"ENSMUSG00000024164","C3",8,6,10,5,6,7,7.23864980988789,-0.983429796659156,0.744448964804919,-2.4425497676768,0.475690174358485,-1.32101707860775,0.186495669703409,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2418,"ENSMUSG00000030062","Rpn1",564,500,637,796,1027,1265,766.30159841966,0.266560121313054,0.201809645823299,-0.128986784500611,0.66210702712672,1.32084925983394,0.186551631043636,0.850901249712103,FALSE,"More positive in combined exposure",0,0,FALSE
2419,"ENSMUSG00000045598","Zfp553",80,30,69,108,118,112,80.4635233938466,0.374703986808728,0.283716667827212,-0.181380682132607,0.930788655750063,1.32069782744287,0.186602138780669,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2420,"ENSMUSG00000034300","Fam53c",101,77,103,105,124,114,103.32023429596,-0.301695909833993,0.228513857956845,-0.749583071429408,0.146191251761423,-1.32025213932964,0.186750849207711,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2421,"ENSMUSG00000069729","Arid1b",239,162,301,278,352,266,258.998060139834,-0.217912046120764,0.165161397076042,-0.541628384389807,0.10580429214828,-1.31938848894838,0.187039268089813,0.851418910949535,FALSE,"More positive in oxygen control",0,0,FALSE
2422,"ENSMUSG00000021134","Srsf5",3079,2592,3539,4078,5064,3028,3493.43823187174,-0.2086388270104,0.158145819440211,-0.518604633113213,0.101326979092415,-1.319281330034,0.187075077089861,0.851418910949535,FALSE,"More positive in oxygen control",0,0,FALSE
2423,"ENSMUSG00000063632","Sox11",1,2,3,10,8,5,4.33424362140523,1.36061944652206,1.03139420830588,-0.660913201757455,3.38215209480158,1.31920407887199,0.187100895038889,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2424,"ENSMUSG00000023393","Slc17a9",53,50,73,97,129,108,80.4156992277017,0.334061662864102,0.253423140713457,-0.162647692934273,0.830771018662476,1.31819715407056,0.187437657976883,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2425,"ENSMUSG00000040016","Ptger3",57,20,59,53,58,29,44.7079793908766,-0.496981375058086,0.377073986234608,-1.23604638807792,0.242083637961745,-1.31799432790591,0.187505546686271,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2426,"ENSMUSG00000032126","Hmbs",132,138,150,224,252,323,195.901767891887,0.323408153026939,0.245439723279398,-0.157653704600682,0.80447001065456,1.31766834115432,0.187614696969599,0.851418910949535,FALSE,"More positive in combined exposure",0,0,FALSE
2427,"ENSMUSG00000040048","Ndufb10",921,774,1125,1134,1300,1275,1071.48131211001,-0.188485611894543,0.143077802810129,-0.468918105402397,0.0919468816133104,-1.31736445620899,0.187716489128869,0.851418910949535,FALSE,"More positive in oxygen control",0,0,FALSE
2428,"ENSMUSG00000014767","Tbp",63,55,100,120,156,127,97.3573910322903,0.313401835661339,0.237921912662712,-0.152925113157576,0.779728784480255,1.31724662160745,0.187755971081249,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2429,"ENSMUSG00000026365","Cfh",2714,1982,3066,3412,4090,2922,2955.42527683736,-0.161762393440419,0.122806972927862,-0.402464060379028,0.0789392734981902,-1.31720853941608,0.187768732304669,0.851418910949535,FALSE,"More positive in oxygen control",0,0,FALSE
2430,"ENSMUSG00000020434","4921536K21Rik",3,2,3,0,1,2,2.01509753639799,-1.99318751071746,1.51373551509391,-4.96010912030151,0.973734098866597,-1.31673432435376,0.187927693912808,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2431,"ENSMUSG00000025278","Flnb",72,50,104,73,117,75,79.4972600579231,-0.34411724314558,0.261359386315901,-0.856381640324746,0.168147154033586,-1.31664390552881,0.187958014472533,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2432,"ENSMUSG00000002477","Snrpd1",625,496,674,709,872,792,683.943985745092,-0.190745522953972,0.144886361764998,-0.474722792013369,0.0932317461054242,-1.316518136216,0.188000195276437,0.851418910949535,FALSE,"More positive in oxygen control",0,0,FALSE
2433,"ENSMUSG00000038664","Herc1",420,313,515,477,702,456,466.841451675683,-0.201863486553679,0.153354964157789,-0.502439216302947,0.0987122431955879,-1.31631530588067,0.18806823570049,0.851418910949535,FALSE,"More positive in oxygen control",0,0,FALSE
2434,"ENSMUSG00000023150","Ivns1abp",3012,1897,3169,3272,4704,2519,2999.33853101062,-0.216305815496734,0.164336325071429,-0.538405012636734,0.105793381643267,-1.31623860642324,0.188093969641162,0.851418910949535,FALSE,"More positive in oxygen control",0,0,FALSE
2435,"ENSMUSG00000021413","Prpf4b",575,368,649,802,1208,743,681.145240622818,0.203811127800442,0.154850636947129,-0.0996961206159306,0.507318376216814,1.31617881475056,0.188114032541612,0.851418910949535,FALSE,"More positive in combined exposure",0,0,FALSE
2436,"ENSMUSG00000060708","Bloc1s4",191,176,260,326,398,384,276.21144220611,0.236910613894248,0.180016982438583,-0.115922671685376,0.589743899473872,1.31604591236316,0.188158633158952,0.851418910949535,FALSE,"More positive in combined exposure",0,0,FALSE
2437,"ENSMUSG00000040433","Zbtb38",214,148,216,356,357,304,253.900024045476,0.236920840208444,0.180029749179798,-0.115937468183959,0.589779148600847,1.31600938893621,0.188170891396302,0.851418910949535,FALSE,"More positive in combined exposure",0,0,FALSE
2438,"ENSMUSG00000094628",NA,74,34,65,58,101,16,56.5839961175454,-0.596541275321364,0.453295613958258,-1.48500067867955,0.29191812803682,-1.3160093699391,0.188170897772391,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2439,"ENSMUSG00000028062","Lamtor2",886,753,1050,1024,1293,1231,1023.55493299442,-0.192525779301716,0.146306666295066,-0.479286845240045,0.0942352866366126,-1.31590572170811,0.188205688095901,0.851418910949535,FALSE,"More positive in oxygen control",0,0,FALSE
2440,"ENSMUSG00000067430","Zfp763",17,16,13,30,48,30,24.0090441703017,0.590829474096159,0.448999277119544,-0.289209109058148,1.47086805725047,1.3158806800013,0.188214094248555,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2441,"ENSMUSG00000073795","Spef1l",4,4,3,2,3,1,3.12639951307554,-1.53321916680954,1.16517060384092,-3.81695355033773,0.750515216718661,-1.31587525616881,0.188215914990174,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2442,"ENSMUSG00000038775","Vill",2,12,9,3,8,6,7.33487874221259,-1.14245327849878,0.868306767694967,-2.84433454318091,0.559427986183355,-1.31572541065362,0.188266222192487,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2443,"ENSMUSG00000035529","Prdm4",45,41,61,102,100,81,67.9334851595263,0.365232572059545,0.277638438508174,-0.178938767416475,0.909403911535566,1.31549714089316,0.188342877605596,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2444,"ENSMUSG00000062797","Hikeshi",258,209,306,269,266,394,283.379853247781,-0.299167525410934,0.227429158204879,-0.744928675492497,0.14659362467063,-1.31543170529361,0.188364855821341,0.85155809393806,FALSE,"More positive in oxygen control",0,0,FALSE
2445,"ENSMUSG00000036856","Wnt4",27,9,15,10,26,10,16.010998257184,-0.76028301013677,0.57807588030094,-1.89331173552661,0.372745715253072,-1.31519586968578,0.188444082924711,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2446,"ENSMUSG00000050312","Nsun3",30,31,40,65,79,60,48.0315824806565,0.414929205044973,0.315519312993625,-0.203488648422532,1.03334705851248,1.31506753456121,0.18848720641876,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2447,"ENSMUSG00000022507","Hapstr1",321,207,346,569,556,403,380.22809824063,0.23685798292217,0.180152389093575,-0.116240699701237,0.589956665545576,1.3147645952069,0.188589029738911,0.8519907665044,FALSE,"More positive in combined exposure",0,0,FALSE
2448,"ENSMUSG00000046844","Vat1l",2,0,6,0,1,1,1.63065746115098,-2.42987334280445,1.84857910927212,-6.0530883969778,1.1933417113689,-1.31445461577309,0.188693261344046,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2449,"ENSMUSG00000025235","Bbs4",60,15,41,67,97,72,53.769327076454,0.476135409514365,0.36240779595659,-0.234183870560552,1.18645468958928,1.3138111674932,0.188909758558725,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2450,"ENSMUSG00000103585","Pcdhgb4",36,18,28,29,25,29,27.7079175036039,-0.542327003896989,0.412799729905958,-1.35141447451267,0.26676046671869,-1.31377751632865,0.188921086003522,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2451,"ENSMUSG00000020589","Cyria",107,74,115,110,130,121,108.07326401865,-0.290180030610673,0.220874784511246,-0.723094608252714,0.142734547031369,-1.31377617980607,0.188921535905746,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2452,"ENSMUSG00000027858","Tspan2",42,24,45,75,188,18,57.3095900434619,0.690413747071161,0.525548701237937,-0.339661707355194,1.72048920149752,1.3137007958442,0.188946913046168,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2453,"ENSMUSG00000097350","4732491K20Rik",15,10,13,32,39,19,19.6602888304311,0.640744950740722,0.487844888213835,-0.315431030158395,1.59692093163984,1.31341942125643,0.189041656751241,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2454,"ENSMUSG00000051396","Msantd7",493,424,591,659,738,588,573.126124515343,-0.19685299960551,0.149894648127237,-0.490646509934894,0.0969405107238738,-1.31327570440282,0.189090062220426,0.853408535153179,FALSE,"More positive in oxygen control",0,0,FALSE
2455,"ENSMUSG00000059890","Ube4a",183,129,264,220,280,219,209.627758373515,-0.241226462112559,0.183748059813018,-0.601372659346074,0.118919735120956,-1.31281093448296,0.189246664566013,0.853408535153179,FALSE,"More positive in oxygen control",0,0,FALSE
2456,"ENSMUSG00000094724","Rnaset2b",3603,2813,4685,5175,5100,4230,4180.00753692757,-0.182300357750826,0.138875867169183,-0.454497057402425,0.0898963419007733,-1.31268564846289,0.189288895538348,0.853408535153179,FALSE,"More positive in oxygen control",0,0,FALSE
2457,"ENSMUSG00000030413","Pglyrp1",1,4,6,4,29,8,7.36387700307788,1.21281355807521,0.924396283300481,-0.599003157193729,3.02463027334416,1.31200609520515,0.189518077991725,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2458,"ENSMUSG00000028068","Iqgap3",32,27,33,68,61,58,44.2462164331403,0.437952346557529,0.334013159272249,-0.216713445616078,1.09261813873114,1.31118291121148,0.189795974379275,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2459,"ENSMUSG00000024045","Akap8",304,192,311,418,535,434,347.199550279295,0.202783050887386,0.154673250302248,-0.100376519705021,0.505942621479793,1.31104150518028,0.189843741447017,0.854276240594882,FALSE,"More positive in combined exposure",0,0,FALSE
2460,"ENSMUSG00000022064","Pibf1",113,87,138,122,199,88,121.498370683074,-0.33434155619432,0.255075059822358,-0.834288673446142,0.165605561057502,-1.31075753320283,0.189939694154279,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2461,"ENSMUSG00000022814","Umps",146,124,194,223,274,349,208.210295453607,0.297622363334062,0.22709926502765,-0.147492196120132,0.742736922788255,1.3105386461635,0.190013679366317,0.854276240594882,FALSE,"More positive in combined exposure",0,0,FALSE
2462,"ENSMUSG00000022890","Atp5pf",1686,1403,2108,1907,2553,2410,1972.16694684927,-0.184482336503208,0.14077459591883,-0.460400544504115,0.0914358714976993,-1.31048031286539,0.190033399974328,0.854276240594882,FALSE,"More positive in oxygen control",0,0,FALSE
2463,"ENSMUSG00000063200","Nol7",875,669,1021,1033,1271,1119,976.563907520556,-0.166671869096043,0.127228778218917,-0.416040274405121,0.0826965362130342,-1.31001705297569,0.190190066743712,0.854276240594882,FALSE,"More positive in oxygen control",0,0,FALSE
2464,"ENSMUSG00000032021","Crtam",2,1,0,5,7,4,2.77488025929681,1.76573722925591,1.348173458135,-0.876682748688699,4.40815720720051,1.30972555393468,0.190288695607011,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2465,"ENSMUSG00000027007","Itprid2",470,314,541,528,640,563,496.716906220327,-0.183901590313201,0.140437493447593,-0.459159077470483,0.091355896844081,-1.30949069083056,0.19036818906594,0.854276240594882,FALSE,"More positive in oxygen control",0,0,FALSE
2466,"ENSMUSG00000030316","Tamm41",35,23,44,63,66,71,47.2820050094477,0.416578494640814,0.31816043429641,-0.20701595658015,1.04017294586178,1.30933469324069,0.190421002648688,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2467,"ENSMUSG00000032212","Sltm",399,292,461,673,795,526,497.756838066122,0.205375124790699,0.156884718772642,-0.102118924003679,0.512869173585077,1.30908304134025,0.190506223105229,0.854276240594882,FALSE,"More positive in combined exposure",0,0,FALSE
2468,"ENSMUSG00000034566","Atp5pd",2024,1826,2423,2591,2935,2790,2402.10763803583,-0.189501470124284,0.144763822762201,-0.473238562738197,0.0942356224896286,-1.30903886418897,0.190521186338462,0.854276240594882,FALSE,"More positive in oxygen control",0,0,FALSE
2469,"ENSMUSG00000026289","Atg16l1",116,85,152,194,273,170,154.780570874274,0.268040215310793,0.204886350251662,-0.133537031182464,0.66961746180405,1.30823851848383,0.190792421125842,0.854276240594882,FALSE,"More positive in combined exposure",0,0,FALSE
2470,"ENSMUSG00000033323","Ctdp1",81,65,101,156,165,131,110.555755599044,0.293301881835227,0.224253058409299,-0.146234112646999,0.732837876317454,1.30790582708532,0.190905252853731,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2471,"ENSMUSG00000040345","Arhgap9",261,185,317,355,448,549,335.370177996047,0.265389562312955,0.202949917105216,-0.132392275213269,0.663171399839178,1.30766036319871,0.190988532999296,0.854276240594882,FALSE,"More positive in combined exposure",0,0,FALSE
2472,"ENSMUSG00000045210","Vcpip1",206,169,246,354,385,345,271.842014270822,0.221351666395652,0.169277483081092,-0.110432200443289,0.553135533234592,1.30762616720626,0.191000137019996,0.854276240594882,FALSE,"More positive in combined exposure",0,0,FALSE
2473,"ENSMUSG00000028618","Tmem59",3769,2723,4491,4442,4750,5102,4134.48953132089,-0.182425192797684,0.139516777438801,-0.455878076577734,0.0910276909823658,-1.30755021830765,0.191025911270062,0.854276240594882,FALSE,"More positive in oxygen control",0,0,FALSE
2474,"ENSMUSG00000031389","Arhgap4",296,170,315,357,508,498,337.610877808402,0.240650250193234,0.184047148914998,-0.120082161680161,0.60138266206663,1.30754674338573,0.191027090591407,0.854276240594882,FALSE,"More positive in combined exposure",0,0,FALSE
2475,"ENSMUSG00000039611","Pgap4",0,3,4,7,20,3,5.24236198852272,1.41391293135836,1.08167834692123,-0.706176628607258,3.53400249132397,1.30714730065806,0.191162689446065,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2476,"ENSMUSG00000024589","Nedd4l",69,57,63,61,92,72,68.9932738532963,-0.364814780621365,0.27913160596818,-0.911912728318997,0.182283167076268,-1.30696335642819,0.19122515682263,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2477,"ENSMUSG00000074405","Zfp865",132,90,172,195,295,211,171.123365378746,0.255133337029917,0.195222908944146,-0.127503564500608,0.637770238560443,1.3068821605507,0.191252735683681,0.854322938677557,FALSE,"More positive in combined exposure",0,0,FALSE
2478,"ENSMUSG00000031609","Sap30",361,245,434,435,529,386,387.504575162357,-0.196837131227363,0.150681141300989,-0.492172168177301,0.0984979057225744,-1.30631563796147,0.191445241288605,0.854322938677557,FALSE,"More positive in oxygen control",0,0,FALSE
2479,"ENSMUSG00000058587","Tmod3",399,316,511,512,542,528,459.893182963041,-0.20198901917957,0.154640232031082,-0.505083873960491,0.101105835601351,-1.30618673114103,0.191489064007995,0.854322938677557,FALSE,"More positive in oxygen control",0,0,FALSE
2480,"ENSMUSG00000052565","H1f3",17,15,25,12,18,24,18.7347714045769,-0.646896895562578,0.495441079174837,-1.61796141074526,0.324167619620103,-1.30569894737027,0.19165495609847,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2481,"ENSMUSG00000061136","Prpf40a",702,491,763,976,1208,1116,836.815858275444,0.176400030095408,0.135100889356487,-0.0883977130433065,0.441197773234123,1.3056911093305,0.191657622627582,0.854322938677557,FALSE,"More positive in combined exposure",0,0,FALSE
2482,"ENSMUSG00000031641","Cbr4",93,69,109,168,179,144,120.513204571062,0.281000177095821,0.215278241234995,-0.14094517572477,0.702945529916412,1.30528833515081,0.191794684575938,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2483,"ENSMUSG00000022477","Aco2",449,309,556,642,856,716,557.610805558998,0.181897769069111,0.139379867384607,-0.0912867710047183,0.45508230914294,1.30505052474458,0.191875644055104,0.854322938677557,FALSE,"More positive in combined exposure",0,0,FALSE
2484,"ENSMUSG00000013707","Tnfaip8l2",2057,1401,2504,3173,3181,3690,2550.62694541898,0.203801743663046,0.156217335036618,-0.102384233008724,0.509987720334817,1.30460389440951,0.19202776150077,0.854322938677557,FALSE,"More positive in combined exposure",0,0,FALSE
2485,"ENSMUSG00000031728","Zfp821",40,16,39,58,84,50,43.8578093428181,0.450618971303114,0.345469416039351,-0.226501084134013,1.12773902674024,1.30436718963217,0.192108416523741,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2486,"ENSMUSG00000020064","Herc4",155,136,224,170,242,229,189.308255081289,-0.263563940737318,0.202095244869206,-0.659670620680963,0.132542739206327,-1.30415706172549,0.192180036585517,0.854322938677557,FALSE,"More positive in oxygen control",0,0,FALSE
2487,"ENSMUSG00000054708","Ankrd24",64,55,74,70,88,72,70.1441579249383,-0.34197271355413,0.262247049997605,-0.855976931549436,0.172031504441176,-1.30400976314987,0.192230253581168,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2488,"ENSMUSG00000021453","Gadd45g",456,374,357,1771,983,429,681.618204859431,0.812795502284948,0.623310271622512,-0.408892630095174,2.03448363466507,1.30399824820662,0.192234179659426,0.854322938677557,FALSE,"More positive in combined exposure",0,0,FALSE
2489,"ENSMUSG00000024603","Dctn4",293,212,326,284,434,357,310.547867886536,-0.218550242636499,0.16764604130069,-0.547136483585852,0.110035998312854,-1.30364093861606,0.192356035473193,0.854322938677557,FALSE,"More positive in oxygen control",0,0,FALSE
2490,"ENSMUSG00000022208","Jph4",4,0,9,13,31,2,8.03035454904027,1.29887873359877,0.996354974905376,-0.653977017215764,3.25173448441331,1.30363049948351,0.192359596457843,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2491,"ENSMUSG00000028461","Ccdc107",348,291,430,398,534,466,403.519698198824,-0.202875421560792,0.155624463046642,-0.50789936913221,0.102148526010626,-1.30362166454505,0.192362610259549,0.854322938677557,FALSE,"More positive in oxygen control",0,0,FALSE
2492,"ENSMUSG00000071256","Zfp213",64,31,84,116,117,99,79.2853704946702,0.358507768329075,0.275037812203077,-0.180566343588957,0.897581880247106,1.30348538427279,0.192409103007528,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2493,"ENSMUSG00000021306","Gpr137b",338,196,433,367,364,435,347.709961870954,-0.258709125114366,0.198515989374312,-0.647800464288018,0.130382214059286,-1.30321555422196,0.192501181348411,0.854322938677557,FALSE,"More positive in oxygen control",0,0,FALSE
2494,"ENSMUSG00000014243","Zswim7",91,72,103,102,134,90,97.2980196222601,-0.302950962394207,0.232472330368234,-0.758596729915945,0.152694805127531,-1.30316998119447,0.192516736144039,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2495,"ENSMUSG00000022442","Ttll1",40,34,66,69,84,122,65.1658772023013,0.427931666451816,0.328388529223151,-0.215709850825559,1.07157318372919,1.3031261093807,0.19253171116123,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2496,"ENSMUSG00000025257","Ribc1",10,8,18,31,31,21,18.1936362604464,0.649618259890812,0.498531904817018,-0.327504273550542,1.62674079333217,1.30306255951512,0.192553404518731,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2497,"ENSMUSG00000001158","Snrnp27",536,414,667,584,832,711,608.953383283024,-0.188220520126293,0.144454455141554,-0.471351252203739,0.0949102119511534,-1.30297483689133,0.192583352431084,0.854322938677557,FALSE,"More positive in oxygen control",0,0,FALSE
2498,"ENSMUSG00000097191","Mm2pr",3,0,3,7,11,5,4.09048387876189,1.40850133917617,1.08157326153335,-0.711382253429192,3.52838493178154,1.30227085789763,0.192823810094339,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2499,"ENSMUSG00000042292","Mrtfa",101,39,112,140,191,133,110.170026917923,0.338768654854156,0.26017233469701,-0.171169121151984,0.848706430860297,1.30209330384292,0.192884491945353,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2500,"ENSMUSG00000032523","Hhatl",3,1,0,4,12,4,3.40208830494002,1.64060614547797,1.26024324099819,-0.829470606878475,4.11068289783442,1.30181705571261,0.192978931924292,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2501,"ENSMUSG00000061132","Blnk",1492,953,1752,1456,1767,2057,1546.89175357387,-0.219781645741823,0.168854883939968,-0.550737218264161,0.111173926780515,-1.30160076281809,0.193052898927321,0.85568181526005,FALSE,"More positive in oxygen control",1,1,FALSE
2502,"ENSMUSG00000097123",NA,8,6,12,30,22,13,13.9361690442094,0.768403610300856,0.590487075299471,-0.388951057286107,1.92575827788782,1.30130470664604,0.19315417682962,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2503,"ENSMUSG00000026388","3110009E18Rik",85,65,99,72,127,101,90.0031670000619,-0.326365407063885,0.250799933585234,-0.817933276890944,0.165202462763174,-1.30129782093012,0.193156532829622,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2504,"ENSMUSG00000004383","Large1",235,135,217,299,417,317,255.13618186044,0.232525876734633,0.17870880064221,-0.1177433725241,0.582795125993365,1.30114396100821,0.193209182676748,0.85568181526005,FALSE,"More positive in combined exposure",0,0,FALSE
2505,"ENSMUSG00000044424","Gm9493",12,9,11,10,8,9,10.2326680166433,-0.826551695587802,0.635342377904163,-2.07182275627996,0.418719365104357,-1.30095476759223,0.193273937862164,NA,FALSE,"More positive in oxygen control",0,0,FALSE
2506,"ENSMUSG00000031133","Arhgef6",430,344,499,520,666,502,483.248074493082,-0.187061492921614,0.143856481910732,-0.469020197466648,0.0948972116234198,-1.30033412771552,0.193486476048769,0.85568181526005,FALSE,"More positive in oxygen control",0,0,FALSE
2507,"ENSMUSG00000037085","Trmt12",60,37,68,105,116,88,74.1977106670427,0.337668007631351,0.25972238253593,-0.171387862139072,0.846723877401774,1.3001113124497,0.193562821015939,NA,FALSE,"More positive in combined exposure",0,0,FALSE
2508,"ENSMUSG00000025902","Sox17",0,1,1,3,13,0,2.3805164452982,2.25292477925168,1.73339819641042,-1.14453568571274,5.6503852442161,1.29971565905464,0.193698441398709,NA,FALSE,"More positive in combined exposure",0,0,FALSE
